Unnamed: 0|ID|LIBELLE|SEUIL|UNITE|QUANTITEPARPACK|PU|ACTIF|PHOTO|CALORIE|DURRE|COMPOSE|CATEGORIEINGREDIENT|IDFOURNISSEUR|DATY|QTELIMITE|PV|LIBELLEVENTE|SEUILMIN|SEUILMAX|PUACHATUSD|PUACHATEURO|PUACHATAUTREDEVISE|PUVENTEUSD|PUVENTEEURO|PUVENTEAUTREDEVISE|ISVENTE|ISACHAT|COMPTE_VENTE|COMPTE_ACHAT|LIBELLEEXTACTE|TVA|FILEPATH|RESTE|TYPESTOCK|IDCHAMBRE|ISPERISHABLE|PV2|CODEBARRE|TYPEINGREDIENT|REFERENCE|Unnamed: 41
|ING00479|UREE SUR URINES DE 24h                                                        |0    |UNT00005       |0              |12,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |12,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |12,000    |             |              |         |
|ING00480|URINES ASA (acétone, sucre, albumine)                                         |0    |UNT00005       |0              |8,000    |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |5    |CUMP     |         |0           |8,000     |             |              |         |
|ING00481|URINES 10 PARAMETRES                                                          |0    |UNT00005       |0              |10,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |4    |CUMP     |         |0           |10,000    |             |              |         |
|ING00482|ANTI STREPTOLYSINE - 0 (ASLO)                                                 |0    |UNT00005       |0              |20,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |20,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |9    |CUMP     |         |0           |20,000    |             |              |         |
|ING00483|SALMONELLOSE (WIDAL ET FELIX) Typhi O +                                       |0    |UNT00005       |0              |18,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |18,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |2    |CUMP     |         |0           |18,000    |             |              |         |
|ING00484|SYPHILIS (BW : TPHA+RPR)                                                      |0    |UNT00005       |0              |25,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |25,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |25,000    |             |              |         |
|IG000857|ALCOOL 90Ã¿Â° FL/500ML                                                        |0    |UNT00004|0              |11,000   |0    |     |0      |     |0      |CATGDIV            |             |2050-01-01 00:00:00.000|0        |11,000    |            |        |        |          |           |                  |0         |11,000     |                  |       |       |73001       |607024      |              |0     |        |1    |CUMP     |         |0           |11,000    |             |              |         |
|IG000858|GANTS DEXAMEN                                                                 |0    |UNT00005       |0              |25,600   |0    |     |0      |     |0      |CATGDIV            |FRN000084    |2050-01-01 00:00:00.000|0        |25,600    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |63002       |              |0     |        |1    |CUMP     |         |0           |25,600    |             |              |         |
|IG000859|SERUM GLUC ISO 5% PERF/500ML                                                  |0    |UNT00004|0              |2,600    |0    |     |0      |     |0      |CATMED             |FRN000084    |2050-01-01 00:00:00.000|0        |3,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |63001       |              |0     |        |2    |CUMP     |         |0           |3,500     |             |              |         |
|IG000860|SERUM SALE ISO 0.9% SOL PERF FL/500ML                                         |0    |UNT00004|0              |2,450    |0    |     |0      |     |0      |CATMED             |FRN000084    |2050-01-01 00:00:00.000|0        |3,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |63001       |              |0     |        |3    |CUMP     |         |0           |3,500     |             |              |         |
|IG000363|Arigile verte poudre 250g                                                     |0    |UNT00001|0              |19,649.28|0    |     |0      |     |0      |CATGDIV            |FRN000063    |2025-06-23 00:00:00.000|0        |39,900    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |4    |CUMP     |         |0           |39,900    |9252954953975|              |         |
|IG000380|SMECTA Sachet                                                                 |0    |UNT00011|0              |1,300    |0    |     |0      |     |0      |CATMED             |FRN000063    |2026-07-01 00:00:00.000|0        |1,300     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |            |              |0     |        |0    |CUMP     |         |0           |1,300     |             |TYPALLO       |         |
|IG000670|COMPLEXE AIRMOSKITO                                                           |0    |STU000007152420|0              |5,000    |0    |     |0      |     |0      |CATCHE             |FRN000063    |2027-07-22 00:00:00.000|0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |7    |CUMP     |         |0           |0         |             |              |         |
|IG000671|COMPLEXE AIRFOSA                                                              |0    |UNT00005       |0              |5,000    |0    |     |0      |     |0      |CATCHE             |FRN000063    |2027-07-22 00:00:00.000|0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73002       |              |0     |        |5    |CUMP     |         |0           |5,000     |             |              |         |
|IG000672|FRAIS DE LIVRAISON                                                            |0    |UNT00005       |0              |10,000   |0    |     |0      |     |0      |CATARO             |FRN000063    |2025-07-22 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |3    |CUMP     |         |0           |10,000    |             |              |         |
|IG000364|Turbovas                                                                      |0    |STU000007152420|0              |22,135   |0    |     |0      |     |0      |CATMED             |             |2025-06-23 00:00:00.000|0        |17,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |1    |CUMP     |         |0           |17,000    |             |TYPALLO       |         |
|IG000385|AMOXICILLINE 500mg gellule                                                    |0    |UNT00001|0              |1,682.73 |0    |     |0      |     |0      |CATMED             |FRN000063    |2027-07-01 00:00:00.000|0        |2,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |10   |CUMP     |         |0           |2,500     |             |TYPALLO       |         |
|IG000388|MULTIVITAMINE BIOFAR                                                          |0    |STU000007152420|0              |15,900   |0    |     |0      |     |0      |CATMED             |FRN000063    |2025-08-01 00:00:00.000|0        |21,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |1    |CUMP     |         |0           |21,000    |             |TYPALLO       |         |
|IG000590|HUILE DE MASSAGE MENTHE POIVREE 150ml                                         |0    |UNT00004|0              |10,000   |0    |     |0      |     |0      |CATHM              |FRN000063    |2027-06-08 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |707037      |63002       |              |0     |        |1    |CUMP     |         |0           |10,000    |9234234031566|              |         |
|IG000591|HUILE DE MASSAGE NIAOULI 150ml                                                |0    |UNT00004|0              |7,043.46 |0    |     |0      |     |0      |CATHM              |FRN000063    |2027-06-08 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |73001       |              |0     |        |10   |CUMP     |         |0           |10,000    |9234234031542|              |         |
|IG000592|HUILE DE MASSAGE YLANG 150ml                                                  |0    |UNT00004|0              |10,000   |0    |     |0      |     |0      |CATHM              |FRN000063    |2027-06-08 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |6    |CUMP     |         |0           |10,000    |9234234031740|              |         |
|IG000594|HUILE DE MASSAGE EUCALYPTUS 150ml                                             |0    |UNT00004|0              |6,573.16 |0    |     |0      |     |0      |CATHM              |FRN000063    |2027-06-08 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |8    |CUMP     |         |0           |10,000    |9234234031535|              |         |
|IG000595|SOINS DENTAIRE 60000                                                          |0    |UNT00005       |0              |60,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |60,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |60,000    |             |              |         |
|IG000596|SOINS DENTAIRE 70000                                                          |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |1    |CUMP     |         |0           |70,000    |             |              |         |
|IG000597|SOINS DENTAIRE 80000                                                          |0    |UNT00005       |0              |80,000   |0    |     |0      |     |0      |CATING000001       |80000        |2050-01-01 00:00:00.000|0        |80,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |6    |CUMP     |         |0           |80,000    |             |              |         |
|IG000598|SOINS DENTAIRE 90000                                                          |0    |UNT00005       |0              |90,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |90,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |90,000    |             |              |         |
|IG000599|SOINS DENTAIRE 100000                                                         |0    |UNT00005       |0              |100,000  |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |100,000   |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |2    |CUMP     |         |0           |100,000   |             |              |         |
|IG000600|EXTRACTION DENTAIRE 25000                                                     |0    |UNT00005       |0              |25,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |25,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |25,000    |             |              |         |
|IG000601|EXTRACTION DENTAIRE 30000                                                     |0    |UNT00005       |0              |30,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |30,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |2    |CUMP     |         |0           |30,000    |             |              |         |
|IG000602|EXTRACTION DENTAIRE 35000                                                     |0    |UNT00005       |0              |35,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |35,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |35,000    |             |              |         |
|IG000603|EXTRACTION DENTAIRE 40000                                                     |0    |UNT00005       |0              |40,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |40,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |40,000    |             |              |         |
|IG000604|EXTRACTION DENTAIRE 45000                                                     |0    |UNT00005       |0              |45,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |45,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |45,000    |             |              |         |
|IG000605|EXTRACTION DENTAIRE 50000                                                     |0    |UNT00005       |0              |50,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |50,000    |             |              |         |
|IG000606|DETARTRAGE 60000                                                              |0    |UNT00005       |0              |60,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |60,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |60,000    |             |              |         |
|IG000607|DETARTRAGE 70000                                                              |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|IG000608|DETARTRAGE 80000                                                              |0    |UNT00005       |0              |80,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |80,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |1    |CUMP     |         |0           |80,000    |             |              |         |
|IG000609|DETARTRAGE 90000                                                              |0    |UNT00005       |0              |90,000   |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |90,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |90,000    |             |              |         |
|IG000610|DETARTRAGE 100000                                                             |0    |UNT00005       |0              |100,000  |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |100,000   |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |0    |CUMP     |         |0           |100,000   |             |              |         |
|IG000611|Baume Caiman PM pot 10g                                                       |0    |UNT00001|0              |1,829.02 |0    |     |0      |     |0      |CATBA              |FRN000063    |2027-05-08 00:00:00.000|0        |4,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |137  |CUMP     |         |0           |4,000     |9234234031665|              |         |
|IG000612|Complexe Aro  Tsinay flc 20ml                                                 |0    |UNT00004|0              |5,000    |0    |     |0      |     |0      |CATHOM             |FRN000063    |2027-06-08 00:00:00.000|0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |10   |CUMP     |         |0           |5,000     |9234029715916|              |         |
|IG000613|Complexe Aro  Diabete 20ml                                                    |0    |UNT00004|0              |5,000    |0    |     |0      |     |0      |CATHOM             |FRN000063    |2025-07-08 00:00:00.000|0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |73001       |              |0     |        |27   |CUMP     |         |0           |5,000     |9234234030064|              |         |
|IG000691|PARFUN ENERGETIQUE HOMME 5ml                                                  |0    |UNT00004|0              |1,439.79 |0    |     |0      |     |0      |CATARO             |FRN000063    |2027-01-01 00:00:00.000|0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |61004       |              |0     |        |5    |CUMP     |         |0           |8,500     |             |              |         |
|IG000738|CDS 0.0 500ml                                                                 |0    |UNT00004|0              |50,000   |0    |     |0      |     |0      |CATGCDS            |             |2050-01-01 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |63004       |              |0     |        |10   |CUMP     |         |0           |50,000    |             |              |         |
|IG000739|Solution BIOTHERAPIE                                                          |0    |STU000007152420|0              |50,000   |0    |     |0      |     |0      |CATGCDS            |PF           |2050-01-01 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |63001       |              |0     |        |4    |CUMP     |         |0           |50,000    |             |              |         |
|IG000756|SPRAY BUCCAL APHTES 50ml                                                      |0    |UNT00004|0              |2,113.93 |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |63003       |              |0     |        |0    |CUMP     |         |0           |10,000    |             |              |         |
|IG000796|SOIN DU VISAGE                                                                |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATSOIN            |FRN000063    |2050-01-01 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |63004       |              |0     |        |5    |CUMP     |         |0           |70,000    |             |              |         |
|IG000798|GEL PARODONTAL 30ML                                                           |0    |UNT00004|0              |1,559.62 |0    |     |0      |     |0      |CATING000001       |FRN000063    |2050-01-01 00:00:00.000|0        |5,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |63004       |              |0     |        |0    |CUMP     |         |0           |5,500     |             |              |         |
|IG000801|GLYCEMIE DEPISTAGE                                                            |0    |UNT00005       |0              |2,000    |0    |     |0      |     |0      |CATSOIN            |             |2030-09-29 00:00:00.000|0        |2,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |7    |CUMP     |         |0           |2,000     |             |              |         |
|IG000817|AIR PUR SPRAY 50ml                                                            |0    |UNT00004|0              |4,281.76 |0    |     |0      |     |0      |CATCHE             |FRN000063    |2050-01-01 00:00:00.000|0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |61004       |              |0     |        |8    |CUMP     |         |0           |8,500     |             |              |         |
|IG000882|Boisson Noni 300ml                                                            |0    |UNT00004|0              |8,260.3  |0    |     |0      |     |0      |CATBO              |FRN000063    |2025-10-27 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |62004       |              |0     |        |1    |CUMP     |         |0           |0         |             |              |         |
|IG000883|Echo-doppler des membres artÃ¨res et veines                                   |0    |UNT001102      |0              |170,000  |0    |     |0      |     |0      |CATMED             |             |2025-10-28 00:00:00.000|0        |170,000   |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |61004       |              |0     |        |0    |FIFO     |         |0           |0         |             |              |         |
|IG000886|GEL FOSA DECONTRACTANT SPROT ROLL ON 50ML                                     |0    |UNT00004|0              |3,530.92 |0    |     |0      |     |0      |CATFS              |PF           |2025-10-31 00:00:00.000|0        |20,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |71001       |61001       |              |0     |        |-1   |CUMP     |         |0           |20,000    |             |              |         |
|IG000716|AIRZEN 10ML                                                                   |0    |UNT00004|0              |983.04   |0    |     |0      |     |0      |CATCHE             |PF           |2050-01-01 00:00:00.000|0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73002       |61004       |              |0     |        |0    |CUMP     |         |0           |5,000     |             |              |         |
|IG000717|BIOTHRON                                                                      |0    |UNT001102      |0              |50,000   |0    |     |0      |     |0      |CATSOIN            |PF           |2050-01-01 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |61004       |              |0     |        |2    |CUMP     |         |0           |50,000    |             |              |         |
|IG000861|SERINGUE UU 10ML                                                              |0    |UNT00004|0              |222.5    |0    |     |0      |     |0      |CATGDIV            |FRN000084    |2050-01-01 00:00:00.000|0        |500       |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |607024      |              |0     |        |100  |CUMP     |         |0           |500       |             |              |         |
|IG000862|VERMOX 500MG CPR/1                                                            |0    |UNT00001|0              |6,421.5  |0    |     |0      |     |0      |CATMED             |FRN000084    |2050-01-01 00:00:00.000|0        |6,421.5   |            |        |        |          |           |                  |0         |0          |                  |       |       |707037      |607024      |              |0     |        |0    |CUMP     |         |0           |6,421.5   |             |              |         |
|IG000877|Eau essentielle Citron 300ml                                                  |0    |UNT00004|0              |588.5    |0    |     |0      |     |0      |CATARO             |             |2026-10-25 00:00:00.000|0        |2,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73001       |63004       |              |0     |        |0    |CUMP     |         |0           |0         |             |              |         |
|IG000878|Eau essentielle Menthe 300ml                                                  |0    |UNT00004|0              |567.32   |0    |     |0      |     |0      |CATARO             |             |2025-10-25 00:00:00.000|0        |2,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |62004       |              |0     |        |0    |CUMP     |         |0           |0         |             |              |         |
|ING00485|CHLAMYDIAE TRACHOMATIS                                                        |0    |UNT00005       |0              |40,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |40,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |40,000    |             |              |         |
|ING00486|HELICOBACTER PYLORI                                                           |0    |UNT00005       |0              |30,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |30,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |30,000    |             |              |         |
|ING00487|AMIBIASE                                                                      |0    |UNT00005       |0              |50,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |50,000    |             |              |         |
|ING00488|BILHARZIOSE                                                                   |0    |UNT00005       |0              |50,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |1    |CUMP     |         |0           |50,000    |             |              |         |
|ING00489|CYSTICERCOSE                                                                  |0    |UNT00005       |0              |50,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |1    |CUMP     |         |0           |50,000    |             |              |         |
|ING00490|TOXOPLASMOSE : IgM+IgG                                                        |0    |UNT00001|0              |50,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |1    |CUMP     |         |0           |50,000    |             |              |         |
|ING00491|HEPATITE A : AC IgM                                                           |0    |UNT00005       |0              |40,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |40,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |40,000    |             |              |         |
|ING00492|HEPATITE B : AC ANTI HBc                                                      |0    |UNT00005       |0              |40,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |40,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |40,000    |             |              |         |
|ING00493|HEPATITE C (HCV)                                                              |0    |UNT00005       |0              |40,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |40,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |40,000    |             |              |         |
|ING00494|HIV (Dépistage) HIV1 + HIV2                                                   |0    |UNT00005       |0              |36,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |36,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |36,000    |             |              |         |
|ING00495|RUBEOLE : IgM+IgG                                                             |0    |UNT00001|0              |50,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |50,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |50,000    |             |              |         |
|ING00496|FSH                                                                           |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00497|LH                                                                            |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00498|PROGESTERONE                                                                  |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00499|PROLACTINE                                                                    |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00500|BILAN THYROIDIEN T3L                                                          |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00501|BILAN THYROIDIEN T4L                                                          |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00502|BNP                                                                           |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00503|BILAN THYROIDIEN TSH                                                          |0    |UNT00005       |0              |70,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |70,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |70,000    |             |              |         |
|ING00504|PSA (Antigène Spécifique de la Prostate)                                      |0    |UNT00005       |0              |60,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |60,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |60,000    |             |              |         |
|ING00505|PSAL (PSA libre)                                                              |0    |UNT00005       |0              |60,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |60,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |60,000    |             |              |         |
|IG000056|Gelules curcuma neem - Pot 80 gel                                             |0    |UNT00001|0              |2,355.85 |0    |     |0      |     |0      |CATCN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |59   |CUMP     |         |0           |10,000    |             |              |         |
|IG000057|Gelules eucalyptus citriodora - Pot 80 gel                                    |0    |UNT00001|0              |1,218.04 |0    |     |0      |     |0      |CATCN              |             |                       |0        |9,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |8    |CUMP     |         |0           |9,000     |             |              |         |
|IG000058|Gelules pamplemousse - Pot 80 gel                                             |0    |UNT00001|0              |1        |0    |     |0      |     |0      |CATCN              |             |                       |0        |14,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |6    |CUMP     |         |0           |14,000    |             |              |         |
|IG000059|Gelules carotte - Pot 80 gel                                                  |0    |UNT00001|0              |2,912    |0    |     |0      |     |0      |CATCN              |             |                       |0        |11,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |10   |CUMP     |         |0           |11,000    |             |              |         |
|IG000060|Gelules fortifiants sport - Pot 80 gel                                        |0    |UNT00001|0              |1,693.63 |0    |     |0      |     |0      |CATCN              |             |                       |0        |12,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |9    |CUMP     |         |0           |12,000    |             |              |         |
|IG000061|Digest Herbal - Pot 80 gel                                                    |0    |UNT00001|0              |2,202.79 |0    |     |0      |     |0      |CATCN              |             |                       |0        |13,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |17   |CUMP     |         |0           |13,000    |             |              |         |
|IG000062|Gelules Immuneem - Pot 80 gel                                                 |0    |UNT00001|0              |1        |0    |     |0      |     |0      |CATCN              |             |                       |0        |12,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |8    |CUMP     |         |0           |12,000    |             |              |         |
